latitude,longitude,list_of_name_keys,list_of_names,list_of_reference_keys,list_of_method_keys,timestamp_min,timestamp_max,num_measurements
-75.0225,-93.9713,166,iSTAR Traverse,86,2,1985,2014,1
-75.0224,-94.8459,166,iSTAR Traverse,86,2,1985,2014,1
-75.0224,-93.9711,166,iSTAR Traverse,86,2,1985,2014,1
-75.0224,123.6051,25,nan,2,2,1799,2009,2
-75.0223,-94.8457,166,iSTAR Traverse,86,2,1985,2014,1
-75.0223,-94.8454,166,iSTAR Traverse,86,2,1985,2014,1
-75.0223,-93.971,166,iSTAR Traverse,86,2,1985,2014,1
-75.0222,-94.8452,166,iSTAR Traverse,86,2,1985,2014,1
-75.0222,-93.9709,166,iSTAR Traverse,86,2,1985,2014,1
-75.0222,-93.9707,166,iSTAR Traverse,86,2,1985,2014,1
-75.0221,-94.845,166,iSTAR Traverse,86,2,1985,2014,1
-75.0221,-94.8447,166,iSTAR Traverse,86,2,1985,2014,1
-75.0221,-93.9705,166,iSTAR Traverse,86,2,1985,2014,1
-75.022,-94.8445,166,iSTAR Traverse,86,2,1985,2014,1
-75.022,-93.9704,166,iSTAR Traverse,86,2,1985,2014,1
-75.022,123.6062,25,nan,2,2,1799,2009,2
-75.0219,-94.8443,166,iSTAR Traverse,86,2,1985,2014,1
-75.0219,-94.844,166,iSTAR Traverse,86,2,1985,2014,1
-75.0219,-93.9702,166,iSTAR Traverse,86,2,1985,2014,1
-75.0218,-94.8438,166,iSTAR Traverse,86,2,1985,2014,1
-75.0218,-93.9701,166,iSTAR Traverse,86,2,1985,2014,1
-75.0218,-93.9699,166,iSTAR Traverse,86,2,1985,2014,1
-75.0217,-94.8436,166,iSTAR Traverse,86,2,1985,2014,1
-75.0217,-94.8434,166,iSTAR Traverse,86,2,1985,2014,1
-75.0217,-93.9698,166,iSTAR Traverse,86,2,1985,2014,1
-75.0216,-94.8431,166,iSTAR Traverse,86,2,1985,2014,1
-75.0216,-93.9696,166,iSTAR Traverse,86,2,1985,2014,1
-75.0216,123.6073,25,nan,2,2,1799,2009,2
-75.0215,-94.8429,166,iSTAR Traverse,86,2,1985,2014,1
-75.0215,-94.8427,166,iSTAR Traverse,86,2,1985,2014,1
-75.0215,-93.9695,166,iSTAR Traverse,86,2,1985,2014,1
-75.0214,-94.8425,166,iSTAR Traverse,86,2,1985,2014,1
-75.0214,-93.9693,166,iSTAR Traverse,86,2,1985,2014,1
-75.0213,-94.8422,166,iSTAR Traverse,86,2,1985,2014,1
-75.0213,-93.9692,166,iSTAR Traverse,86,2,1985,2014,1
-75.0213,-93.969,166,iSTAR Traverse,86,2,1985,2014,1
-75.0213,123.6083,25,nan,2,2,1799,2009,2
-75.0212,-94.842,166,iSTAR Traverse,86,2,1985,2014,1
-75.0212,-94.8418,166,iSTAR Traverse,86,2,1985,2014,1
-75.0212,-93.9689,166,iSTAR Traverse,86,2,1985,2014,1
-75.0211,-94.8416,166,iSTAR Traverse,86,2,1985,2014,1
-75.0211,-93.9688,166,iSTAR Traverse,86,2,1985,2014,1
-75.021,-94.8413,166,iSTAR Traverse,86,2,1985,2014,1
-75.021,-94.8411,166,iSTAR Traverse,86,2,1985,2014,1
-75.021,-93.9686,166,iSTAR Traverse,86,2,1985,2014,1
-75.0209,-94.8409,166,iSTAR Traverse,86,2,1985,2014,1
-75.0209,-93.9685,166,iSTAR Traverse,86,2,1985,2014,1
-75.0209,-93.9683,166,iSTAR Traverse,86,2,1985,2014,1
-75.0209,123.6094,25,nan,2,2,1799,2009,2
-75.0208,-94.8406,166,iSTAR Traverse,86,2,1985,2014,1
-75.0208,-94.8404,166,iSTAR Traverse,86,2,1985,2014,1
-75.0208,-93.9682,166,iSTAR Traverse,86,2,1985,2014,1
-75.0207,-94.8402,166,iSTAR Traverse,86,2,1985,2014,1
-75.0207,-93.9681,166,iSTAR Traverse,86,2,1985,2014,1
-75.0206,-94.84,166,iSTAR Traverse,86,2,1985,2014,1
-75.0206,-94.8397,166,iSTAR Traverse,86,2,1985,2014,1
-75.0206,-93.9679,166,iSTAR Traverse,86,2,1985,2014,1
-75.0205,-94.8395,166,iSTAR Traverse,86,2,1985,2014,1
-75.0205,-93.9678,166,iSTAR Traverse,86,2,1985,2014,1
-75.0205,123.6105,25,nan,2,2,1799,2009,2
-75.0204,-94.8393,166,iSTAR Traverse,86,2,1985,2014,1
-75.0204,-94.839,166,iSTAR Traverse,86,2,1985,2014,1
-75.0204,-93.9677,166,iSTAR Traverse,86,2,1985,2014,1
-75.0204,-93.9675,166,iSTAR Traverse,86,2,1985,2014,1
-75.0203,-94.8388,166,iSTAR Traverse,86,2,1985,2014,1
-75.0203,-93.9674,166,iSTAR Traverse,86,2,1985,2014,1
-75.0202,-94.8386,166,iSTAR Traverse,86,2,1985,2014,1
-75.0202,-93.9673,166,iSTAR Traverse,86,2,1985,2014,1
-75.0202,123.6116,25,nan,2,2,1799,2009,2
-75.0201,-94.8383,166,iSTAR Traverse,86,2,1985,2014,1
-75.0201,-94.8381,166,iSTAR Traverse,86,2,1985,2014,1
-75.0201,-93.9672,166,iSTAR Traverse,86,2,1985,2014,1
-75.02,-94.8379,166,iSTAR Traverse,86,2,1985,2014,1
